Concepts,Annotator 1,Annotator 2,Annotator 3
"['distributed indexing', 'distributed index']",1,1,1
"['collections', 'collection']",1,1,1
['index construction'],1,1,1
['clusters'],1,1,1
['web index'],1,1,1
['distributed indexing algorithms'],1,1,1
['term-partitioned index'],1,1,1
['document-partitioned index'],1,1,1
['mapreduce'],1,1,1
['distributed computing'],1,1,1
['nodes'],1,1,1
['master node'],1,1,1
"['splits', 'split']",1,1,1
"['key-value pairs', 'key-value pair']",1,1,1
"['termid', 'termids']",1,1,1
['docid'],1,1,1
"['terms', 'term']",1,1,1
['map phase'],1,1,1
['bsbi'],1,1,1
['spimi'],1,1,1
"['parsers', 'parser']",1,1,1
"['segment files', 'segment file']",1,1,1
"['reduce phase', 'reduce phases']",1,1,1
['indexing system'],1,1,1
"['inverter', 'inverters']",1,1,1
"['term frequencies', 'term frequency']",1,1,1
"['posting', 'postings']",1,1,1
['inverted index'],1,1,1
['local disk'],1,1,1
['master'],1,0,1
['mapreduce functions'],1,1,1
['world wide web'],1,1,1
['computer clusters'],1,1,1
['web search engines'],1,1,1
"['document', 'documents']",1,1,1
['laggard'],0,0,0
['single-machine indexing'],1,1,1
['term-partition'],0,0,0
['key range'],0,1,0
['postings list'],0,1,0
['sorted postings list'],1,1,1
['crawling'],1,1,1
['google indexing system'],1,1,1
['search engines'],1,1,1
['distributed index construction method'],1,1,1
['large computing problems'],0,0,1
['memory'],1,1,1
['disk'],1,1,1
['processor'],0,0,1
['supercomputer'],0,1,1
['chunks'],1,1,1
['worker nodes'],1,1,1
"['map', 'mapping']",1,1,1
['mb'],1,1,1
['mapping splits'],1,1,1
"['key', 'keys']",1,1,1
['separate segment file'],0,0,1
['values'],0,0,1
['data flow'],0,0,1
['sequential read'],0,0,0
['single segment file'],0,0,0
['network traffic'],1,1,1
['mapreduce jobs'],1,1,1
['mapreduce operations'],1,1,1
['document-partitioned'],0,0,0
['distributed environment'],1,1,1
