Concepts,Annotator 1,Annotator 2,Annotator 3
['machine learning methods'],1,1.0,1
['ad hoc information retrieval'],1,1.0,1
['term'],1,1.0,1
"['document', 'documents']",1,1.0,1
['weighting functions'],1,1.0,1
['cosine score'],1,1.0,1
['learning problem'],1,1.0,1
['relevant documents'],1,1.0,1
['nonrelevant documents'],1,1.0,1
['classification approach'],1,1.0,1
['two-class classifier'],1,1.0,1
['machine-learned scoring'],1,1.0,1
['machine learning'],1,1.0,1
['machine-learned relevance'],1,1.0,1
['boolean functions'],1,1.0,1
"['query term', 'query terms']",1,1.0,1
['linear combination'],1,1.0,1
['vector space cosine similarity'],1,1.0,1
"['query', 'queries']",1,1.0,1
['bag of words'],1,1.0,1
['training examples'],1,1.0,1
['features'],1,1.0,1
['coefficients'],1,1.0,1
['training data'],1,1.0,1
['thresholding'],1,1.0,1
['linear classifier'],1,1.0,1
['query/document pair'],1,1.0,1
['binary relevant/nonrelevant judgment'],1,1.0,1
"['training document collection', 'training document collections']",1,1.0,1
['training document collection'],1,1.0,1
['training document collections'],1,1.0,1
['relevance judgments'],1,1.0,1
['svm'],1,1.0,1
['ir'],1,1.0,1
"['classification problems', 'classification problem']",1,1.0,1
['regression problems'],1,1.0,1
['regression'],1,1.0,1
['ordinal regression'],1,1.0,1
['ranking svm'],1,1.0,1
['training query'],1,1.0,1
['ir evaluations'],1,1.0,1
['linear weighting of document features'],1,1.0,1
['ir weighting'],1,1.0,1
['idf'],1,1.0,1
['machine learning knowledge'],0,0.0,0
['machine learning approaches'],1,1.0,1
['document collection'],1,1.0,1
['document weighting functions'],1,1.0,1
['classifier'],1,1.0,1
['text classification'],1,1.0,1
['proximity weighting'],1,1.0,1
['pagerank'],0,0.0,0
['binary relevance judgments'],1,1.0,1
['probability of relevance'],1,1.0,1
['nonlinear scaling'],1,1.0,1
['relevance'],1,1.0,1
['confidence'],1,1.0,1
['relevance decision'],1,1.0,1
['boolean indicators of relevance'],1,1.0,1
['document zones'],1,1.0,1
['training set'],1,1.0,1
['error minimization problem'],1,1.0,1
['pagerank-style measures'],1,1.0,1
['decision boundary'],1,1.0,1
['ir result ranking'],1,,1
['document/query pair'],1,1.0,1
['log-weighting of term frequency'],1,1.0,1
['log-weighting of idf'],1,1.0,1
