Concepts,Annotator 1,Annotator 2,Annotator 3
['postings file compression'],1,1,1
['reuters-rcv1'],1,1,1
"['documents', 'document']",1,1,1
"['tokens', 'token']",1,1,1
"['postings', 'posting']",1,1,1
"['docid', 'docids']",1,1,1
"['postings list', 'postings lists']",1,1,1
['document identifiers'],1,1,1
['collection'],1,1,1
"['bytes', 'byte']",1,1,1
['uncompressed postings file'],1,1,1
['mb'],1,1,1
['postings file'],1,1,1
"['bits', 'bit']",1,1,1
"['term', 'terms']",1,1,1
['variable encoding method'],1,1,1
['bytewise compression'],1,1,1
['bitwise compression'],1,1,1
['variable byte'],0,0,0
['continuation bit'],1,1,1
['vb encoding'],1,1,1
['vb-encoded postings list'],1,1,1
['vb compression'],1,1,1
['compressed index'],1,1,1
"['nibble', 'nibbles']",1,1,1
"['ir systems', 'ir system']",1,1,1
"['bit-level codes', 'bit-level code']",1,1,1
['unary code'],1,1,1
['γ encoding'],1,1,1
['entropy'],1,1,1
['universal code'],1,1,1
['prefix free'],1,1,1
['parameter free'],1,1,1
['binomial distribution'],1,0,0
['dynamic indexing'],1,1,1
['inverted index'],1,1,1
['vocabulary'],1,1,1
['compression techniques'],1,1,1
['term incidence matrix'],1,1,1
['bit-level operations'],1,1,1
['query processing'],1,1,1
"['variable byte codes', 'variable byte code']",1,1,1
['disk space'],1,1,1
['index compression'],1,1,1
['cache'],1,1,1
['memory'],1,1,1
"['gaps', 'gap']",1,1,1
['frequent terms'],0,0,0
['variable byte encoding'],1,1,1
['payload'],0,1,0
['decoding'],1,1,1
['pseudocode'],1,1,1
['uncompressed index'],1,1,1
['bit manipulation'],1,1,1
"['compression ratios', 'compression ratio']",1,1,1
['bit-level encodings'],1,1,1
"['γ codes', 'γ code']",1,1,1
"['vb code', 'vb codes']",1,1,1
['bit level'],0,0,0
['optimal encoding length'],1,1,1
['discrete probability distribution'],0,1,0
['parameter-free code'],1,1,1
['term distribution model'],1,1,1
['collection frequency'],1,1,1
['compressed inverted index'],1,1,1
['zipf model'],1,1,1
['data transfer'],0,0,0
['recall'],0,0,0
"['frequency', 'frequencies']",0,0,0
['position information'],0,0,0
['case folding'],1,1,1
['encoded gap'],1,1,1
['32-bit words'],1,1,1
['16-bit words'],1,1,1
['4-bit words'],1,1,1
['compression'],0,0,0
['decompression'],0,0,0
['encodings'],1,1,1
['variable-length encoding'],1,1,1
['offset'],1,1,1
['length'],1,1,1
['universality'],0,0,1
"['index', 'indexes']",1,1,1
"[""zipf's law""]",1,1,1
['harmonic number'],1,1,1
['block'],0,0,0
['γ compression'],1,1,1
['term frequencies'],1,1,1
['gb'],1,1,1
['shifts'],1,0,1
['masks'],1,0,1
['query'],1,1,1
['space efficiency'],1,1,1
['disk'],0,0,1
