Concept,Mengdi,Nidhi,Mingyan,Mengdi (after),Nidhi (after),Mingyan (after),Notes
['information retrieval'],1,1,1,1,1,1,
['cluster hypothesis'],1,1,1,1,1,1,
"['documents', 'document']",1,1,1,1,1,1,
['relevance'],1,1,1,1,1,1,
['information needs'],1,1,1,1,1,1,
"['cluster', 'clusters']",1,1,1,1,1,1,
['clustering'],1,1,1,1,1,1,
['collection'],1,1,1,1,1,1,
['information retrieval system'],1,1,1,1,1,1,
['search result clustering'],1,1,1,1,1,1,
['query'],1,1,1,1,1,1,
['list'],1,0,0,0,0,0,
"['term', 'terms']",1,1,1,1,1,1,
['scatter-gather'],1,1,1,1,1,1,
['hierarchical tree'],1,1,1,1,1,1,
['keyword searching'],1,1,1,1,1,1,
['static hierarchical clustering'],1,1,1,1,1,1,
['user-mediated iterative clustering'],1,1,1,1,1,1,
['inverted index'],1,1,1,1,1,1,
['language modeling'],1,1,1,1,1,1,
['language modeling approach'],1,1,1,1,1,1,
['ir'],1,1,1,1,1,1,
['latent semantic indexing'],1,1,1,1,1,1,
['clustered results'],0,1,0,0,0,0,
['search engine'],1,1,1,1,1,1,
['user interface'],1,1,1,1,1,1,
['clustering in information retrieval'],0,0,1,1,1,1,
['contiguity hypothesis'],1,1,1,1,1,1,
['effectiveness of the search system'],1,1,1,1,1,1,
['efficiency of the search system'],1,1,1,1,1,1,
['search term'],1,1,1,1,1,1,
['senses'],0,0,1,0,0,0,
['constructed hierarchical tree'],0,0,1,0,0,0,
['open directory'],0,1,1,1,1,1,
['cluster-based navigation'],1,1,1,1,1,1,
['recall'],1,1,1,1,1,1,
['sparse data problems'],1,1,1,1,1,1,
['vector space model'],1,1,1,1,1,1,
['nearest neighbors'],1,1,1,1,1,1,
['nearest-neighbor search'],1,1,1,1,1,1,
