Concept,Mengdi,Nidhi,Mingyan,Mengdi (after),Nidhi (after),Mingyan (after),Notes
['unranked retrieval sets'],1,1,1,1,1,1,
['information retrieval effectiveness'],1,0,1,1,0,1,
['precision'],1,1,1,1,0,1,
['recall'],1,1,1,1,1,1,
['ir system'],1,1,1,1,1,1,
"['document', 'documents']",1,1,1,1,1,1,
"['query', 'queries']",1,1,1,1,1,1,
['accuracy'],1,1,1,1,1,1,
['classifications'],1,1,1,1,1,1,
['classes'],1,0,0,0,0,0,
['information retrieval system'],1,1,1,1,1,1,
['two-class classifier'],1,1,0,1,1,1,
['machine learning classification problems'],1,1,1,1,1,1,
['information retrieval problems'],1,0,1,1,1,1,
['true positives'],1,1,1,1,1,1,
"['false positive', 'false positives']",1,1,1,1,1,1,
['hard disks'],1,1,1,1,1,1,
['f measure'],1,1,1,1,1,1,
['arithmetic mean'],1,0,0,1,1,1,
['geometric mean'],1,0,0,1,1,1,
['ranked retrieval'],1,1,1,1,1,1,
['balanced f measure'],1,1,1,1,1,1,
