Concept,Mengdi,Nidhi,Mingyan,Mengdi (after),Nidhi (after),Mingyan (after),Notes
['ranked retrieval results'],1,1,1,1,1,1,
['precision'],1,1,1,1,1,1,
['recall'],1,1,1,1,1,1,
['f measure'],1,1,1,1,1,1,
"['documents', 'document']",1,1,1,1,1,1,
['search engines'],1,1,1,1,1,1,
['retrieved documents'],1,1,1,1,1,1,
['top k retrieved documents'],1,1,0,1,1,0,
"['precision-recall curve', 'precision-recall curves']",1,1,1,1,1,1,
['interpolated precision'],1,1,1,1,1,1,
['11-point interpolated average precision'],1,1,1,1,1,1,
"['information need', 'information needs']",1,1,1,1,1,1,
['trec'],1,1,1,1,1,1,
['mean average precision'],1,1,1,1,1,1,
['map'],1,1,1,1,1,1,
['average precision'],1,1,1,1,1,1,
"['relevant documents', 'relevant document']",1,1,1,1,1,1,
['test collection'],1,1,1,1,1,1,
['arithmetic mean'],1,0,0,1,1,1,
"['queries', 'query']",1,1,1,1,1,1,
['precision at k'],1,1,1,1,1,1,
['r-precision'],1,1,1,1,1,1,
['top rel documents'],1,0,0,1,1,0,
['break-even point'],1,1,1,1,1,1,
['f-measure'],1,1,1,1,1,1,
['roc curve'],1,1,1,1,1,1,
['receiver operating characteristics'],1,1,1,1,1,1,
['sensitivity'],1,1,1,1,1,1,
['specificity'],1,1,1,1,1,1,
['cumulative gain'],1,1,1,1,1,1,
['normalized discounted cumulative gain'],1,1,1,1,1,1,
['ndcg'],1,1,1,1,1,1,
['top k documents'],0,1,0,1,1,0,
['trec ad hoc evaluations'],1,1,1,1,1,1,
['map scores'],1,1,1,1,1,1,
['non-binary notions of relevance'],1,1,0,1,1,0,of
['normalization factor'],1,1,0,1,1,1,
['set-based measures'],0,0,1,1,1,1,
['ranked retrieval context'],1,1,1,1,1,1,
['trec 8'],1,1,1,1,1,1,
['uninterpolated precision-recall curve'],0,0,1,0,0,0,
['web search'],1,1,1,1,1,1,
['roc'],1,1,1,1,1,1,
['machine learning approaches'],1,1,1,1,1,1,
['ranking'],1,1,1,1,1,1,
['relevance'],1,1,1,1,1,1,
